Study ID	Patient ID	Sample ID	MDM2: mRNA expression z-scores relative to normal samples (log RNA Seq V2 RSEM)
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0MA	TCGA-BG-A0MA-01	1.3005
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0MC	TCGA-BG-A0MC-01	1.4585
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0MG	TCGA-BG-A0MG-01	1.954
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0MI	TCGA-BG-A0MI-01	0.5533
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0MK	TCGA-BG-A0MK-01	2.5155
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0MO	TCGA-BG-A0MO-01	0.1314
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0MQ	TCGA-BG-A0MQ-01	0.8471
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0MT	TCGA-BG-A0MT-01	0.9266
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0MU	TCGA-BG-A0MU-01	0.8848
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0RY	TCGA-BG-A0RY-01	0.4505
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0VT	TCGA-BG-A0VT-01	0.5187
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0VV	TCGA-BG-A0VV-01	2.2097
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0VW	TCGA-BG-A0VW-01	2.3041
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0VX	TCGA-BG-A0VX-01	0.9436
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0VZ	TCGA-BG-A0VZ-01	2.0744
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0W1	TCGA-BG-A0W1-01	3.6607
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0W2	TCGA-BG-A0W2-01	1.3496
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0YU	TCGA-BG-A0YU-01	2.6472
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A0YV	TCGA-BG-A0YV-01	0.6445
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A186	TCGA-BG-A186-01	0.4965
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A187	TCGA-BG-A187-01	0.3734
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A18A	TCGA-BG-A18A-01	0.6599
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A18B	TCGA-BG-A18B-01	2.4565
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A18C	TCGA-BG-A18C-01	1.3581
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A222	TCGA-BG-A222-01	2.0879
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A2AD	TCGA-BG-A2AD-01	2.996
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A2AE	TCGA-BG-A2AE-01	1.8249
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A2L7	TCGA-BG-A2L7-01	0.7033
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A3EW	TCGA-BG-A3EW-01	0.7742
ucec_tcga_pan_can_atlas_2018	TCGA-BG-A3PP	TCGA-BG-A3PP-01	-0.3023
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A0C9	TCGA-BK-A0C9-01	0.2794
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A0CA	TCGA-BK-A0CA-01	3.3564
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A0CB	TCGA-BK-A0CB-01	-0.5189
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A0CC	TCGA-BK-A0CC-01	0.2766
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A139	TCGA-BK-A139-01	-0.1495
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A13B	TCGA-BK-A13B-01	0.9481
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A13C	TCGA-BK-A13C-01	2.1016
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A26L	TCGA-BK-A26L-01	-0.6478
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A4ZD	TCGA-BK-A4ZD-01	0.8048
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A56F	TCGA-BK-A56F-01	1.4164
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A6W3	TCGA-BK-A6W3-01	1.2831
ucec_tcga_pan_can_atlas_2018	TCGA-BK-A6W4	TCGA-BK-A6W4-01	0.8052
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0T9	TCGA-BS-A0T9-01	-0.3373
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0TA	TCGA-BS-A0TA-01	1.1118
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0TC	TCGA-BS-A0TC-01	1.3661
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0TD	TCGA-BS-A0TD-01	1.5777
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0TE	TCGA-BS-A0TE-01	1.0156
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0TG	TCGA-BS-A0TG-01	0.9366
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0TI	TCGA-BS-A0TI-01	-0.6325
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0TJ	TCGA-BS-A0TJ-01	0.9237
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0U5	TCGA-BS-A0U5-01	1.461
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0U7	TCGA-BS-A0U7-01	1.0974
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0U8	TCGA-BS-A0U8-01	0.9904
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0U9	TCGA-BS-A0U9-01	-0.5992
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0UA	TCGA-BS-A0UA-01	1.2756
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0UF	TCGA-BS-A0UF-01	0.3686
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0UJ	TCGA-BS-A0UJ-01	0.4261
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0UL	TCGA-BS-A0UL-01	0.5176
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0UM	TCGA-BS-A0UM-01	1.7516
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0UT	TCGA-BS-A0UT-01	-0.7441
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0UV	TCGA-BS-A0UV-01	1.0219
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0V4	TCGA-BS-A0V4-01	-1.3408
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0V6	TCGA-BS-A0V6-01	3.6157
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0V7	TCGA-BS-A0V7-01	0.4015
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0V8	TCGA-BS-A0V8-01	1.4956
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0VI	TCGA-BS-A0VI-01	0.9022
ucec_tcga_pan_can_atlas_2018	TCGA-BS-A0WQ	TCGA-BS-A0WQ-01	1.3506
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A0ZN	TCGA-D1-A0ZN-01	1.3826
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A0ZO	TCGA-D1-A0ZO-01	2.5104
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A0ZP	TCGA-D1-A0ZP-01	-0.2547
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A0ZQ	TCGA-D1-A0ZQ-01	3.1376
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A0ZR	TCGA-D1-A0ZR-01	2.6959
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A0ZS	TCGA-D1-A0ZS-01	1.6716
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A0ZU	TCGA-D1-A0ZU-01	1.0915
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A0ZV	TCGA-D1-A0ZV-01	0.7789
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A0ZZ	TCGA-D1-A0ZZ-01	-0.4835
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A101	TCGA-D1-A101-01	1.0558
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A102	TCGA-D1-A102-01	2.0678
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A103	TCGA-D1-A103-01	1.9118
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A15V	TCGA-D1-A15V-01	-0.7009
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A15W	TCGA-D1-A15W-01	2.4748
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A15X	TCGA-D1-A15X-01	1.3792
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A15Z	TCGA-D1-A15Z-01	0.221
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A160	TCGA-D1-A160-01	0.6789
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A161	TCGA-D1-A161-01	2.2649
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A163	TCGA-D1-A163-01	0.6512
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A165	TCGA-D1-A165-01	2.2484
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A167	TCGA-D1-A167-01	1.2659
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A168	TCGA-D1-A168-01	-1.4284
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A169	TCGA-D1-A169-01	-1.4234
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16B	TCGA-D1-A16B-01	1.8671
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16D	TCGA-D1-A16D-01	2.4055
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16E	TCGA-D1-A16E-01	2.9974
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16F	TCGA-D1-A16F-01	1.6886
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16G	TCGA-D1-A16G-01	-0.6343
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16I	TCGA-D1-A16I-01	-2.002
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16J	TCGA-D1-A16J-01	-1.2364
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16N	TCGA-D1-A16N-01	0.2272
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16O	TCGA-D1-A16O-01	3.197
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16Q	TCGA-D1-A16Q-01	-0.0393
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16R	TCGA-D1-A16R-01	-0.4947
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16S	TCGA-D1-A16S-01	-1.6609
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16V	TCGA-D1-A16V-01	1.1126
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16X	TCGA-D1-A16X-01	-0.4225
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A16Y	TCGA-D1-A16Y-01	-3.7397
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A174	TCGA-D1-A174-01	-1.3951
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A175	TCGA-D1-A175-01	1.5362
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A176	TCGA-D1-A176-01	1.2502
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A177	TCGA-D1-A177-01	-0.226
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A179	TCGA-D1-A179-01	-0.5155
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17A	TCGA-D1-A17A-01	2.9823
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17B	TCGA-D1-A17B-01	0.6605
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17C	TCGA-D1-A17C-01	-2.3237
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17D	TCGA-D1-A17D-01	0.6421
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17F	TCGA-D1-A17F-01	1.6775
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17H	TCGA-D1-A17H-01	0.2866
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17K	TCGA-D1-A17K-01	-0.0226
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17L	TCGA-D1-A17L-01	1.1117
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17M	TCGA-D1-A17M-01	1.1293
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17N	TCGA-D1-A17N-01	-1.7356
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17Q	TCGA-D1-A17Q-01	0.364
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17R	TCGA-D1-A17R-01	-0.9347
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17S	TCGA-D1-A17S-01	2.1021
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17T	TCGA-D1-A17T-01	0.8092
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A17U	TCGA-D1-A17U-01	1.8806
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A1NS	TCGA-D1-A1NS-01	2.275
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A1NU	TCGA-D1-A1NU-01	0.1132
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A1NW	TCGA-D1-A1NW-01	-0.0156
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A1NX	TCGA-D1-A1NX-01	0.4727
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A1NY	TCGA-D1-A1NY-01	1.1553
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A1NZ	TCGA-D1-A1NZ-01	1.9141
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A1O0	TCGA-D1-A1O0-01	-0.0307
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A1O5	TCGA-D1-A1O5-01	1.5652
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A1O7	TCGA-D1-A1O7-01	2.0824
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A1O8	TCGA-D1-A1O8-01	0.234
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A2G0	TCGA-D1-A2G0-01	-0.0282
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A2G5	TCGA-D1-A2G5-01	3.8461
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A2G6	TCGA-D1-A2G6-01	0.7341
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A2G7	TCGA-D1-A2G7-01	-0.5227
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A3DA	TCGA-D1-A3DA-01	2.6231
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A3DG	TCGA-D1-A3DG-01	0.3943
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A3DH	TCGA-D1-A3DH-01	0.5563
ucec_tcga_pan_can_atlas_2018	TCGA-D1-A3JQ	TCGA-D1-A3JQ-01	0.8606
ucec_tcga_pan_can_atlas_2018	TCGA-DF-A2KN	TCGA-DF-A2KN-01	0.9995
ucec_tcga_pan_can_atlas_2018	TCGA-DF-A2KR	TCGA-DF-A2KR-01	-0.0161
ucec_tcga_pan_can_atlas_2018	TCGA-DF-A2KS	TCGA-DF-A2KS-01	2.8904
ucec_tcga_pan_can_atlas_2018	TCGA-DF-A2KU	TCGA-DF-A2KU-01	0.405
ucec_tcga_pan_can_atlas_2018	TCGA-DF-A2KV	TCGA-DF-A2KV-01	0.6857
ucec_tcga_pan_can_atlas_2018	TCGA-DF-A2KY	TCGA-DF-A2KY-01	-0.3944
ucec_tcga_pan_can_atlas_2018	TCGA-DF-A2KZ	TCGA-DF-A2KZ-01	0.4342
ucec_tcga_pan_can_atlas_2018	TCGA-DF-A2L0	TCGA-DF-A2L0-01	-1.5511
ucec_tcga_pan_can_atlas_2018	TCGA-DI-A0WH	TCGA-DI-A0WH-01	-0.769
ucec_tcga_pan_can_atlas_2018	TCGA-DI-A1BU	TCGA-DI-A1BU-01	-0.2053
ucec_tcga_pan_can_atlas_2018	TCGA-DI-A1BY	TCGA-DI-A1BY-01	0.6235
ucec_tcga_pan_can_atlas_2018	TCGA-DI-A1C3	TCGA-DI-A1C3-01	1.4083
ucec_tcga_pan_can_atlas_2018	TCGA-DI-A1NN	TCGA-DI-A1NN-01	-0.0988
ucec_tcga_pan_can_atlas_2018	TCGA-DI-A1NO	TCGA-DI-A1NO-01	0.0014
ucec_tcga_pan_can_atlas_2018	TCGA-DI-A2QT	TCGA-DI-A2QT-01	-3.0566
ucec_tcga_pan_can_atlas_2018	TCGA-DI-A2QU	TCGA-DI-A2QU-01	-0.1416
ucec_tcga_pan_can_atlas_2018	TCGA-DI-A2QY	TCGA-DI-A2QY-01	-1.4208
ucec_tcga_pan_can_atlas_2018	TCGA-E6-A1LX	TCGA-E6-A1LX-01	0.227
ucec_tcga_pan_can_atlas_2018	TCGA-E6-A1LZ	TCGA-E6-A1LZ-01	-1.3044
ucec_tcga_pan_can_atlas_2018	TCGA-E6-A1M0	TCGA-E6-A1M0-01	1.6871
ucec_tcga_pan_can_atlas_2018	TCGA-E6-A2P8	TCGA-E6-A2P8-01	0.9568
ucec_tcga_pan_can_atlas_2018	TCGA-E6-A2P9	TCGA-E6-A2P9-01	1.301
ucec_tcga_pan_can_atlas_2018	TCGA-E6-A8L9	TCGA-E6-A8L9-01	-0.1017
ucec_tcga_pan_can_atlas_2018	TCGA-EC-A1NJ	TCGA-EC-A1NJ-01	2.4934
ucec_tcga_pan_can_atlas_2018	TCGA-EC-A1QX	TCGA-EC-A1QX-01	1.8296
ucec_tcga_pan_can_atlas_2018	TCGA-EC-A24G	TCGA-EC-A24G-01	2.2999
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A1Y5	TCGA-EO-A1Y5-01	-1.0552
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A1Y7	TCGA-EO-A1Y7-01	2.2877
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A1Y8	TCGA-EO-A1Y8-01	-0.8352
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A22R	TCGA-EO-A22R-01	1.1541
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A22S	TCGA-EO-A22S-01	1.7415
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A22T	TCGA-EO-A22T-01	2.3398
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A22U	TCGA-EO-A22U-01	0.908
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A22X	TCGA-EO-A22X-01	0.3457
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A22Y	TCGA-EO-A22Y-01	0.1684
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A2CG	TCGA-EO-A2CG-01	0.1011
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A2CH	TCGA-EO-A2CH-01	0.1758
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A3AS	TCGA-EO-A3AS-01	-2.1807
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A3AU	TCGA-EO-A3AU-01	0.5853
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A3AV	TCGA-EO-A3AV-01	0.7071
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A3AY	TCGA-EO-A3AY-01	-0.2931
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A3AZ	TCGA-EO-A3AZ-01	-3.9829
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A3B0	TCGA-EO-A3B0-01	0.2581
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A3B1	TCGA-EO-A3B1-01	-2.5181
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A3KU	TCGA-EO-A3KU-01	-0.8
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A3KW	TCGA-EO-A3KW-01	-0.7992
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A3KX	TCGA-EO-A3KX-01	1.5189
ucec_tcga_pan_can_atlas_2018	TCGA-EO-A3L0	TCGA-EO-A3L0-01	-0.0258
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GC	TCGA-EY-A1GC-01	-0.0564
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GD	TCGA-EY-A1GD-01	1.1325
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GE	TCGA-EY-A1GE-01	2.6288
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GF	TCGA-EY-A1GF-01	3.2826
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GH	TCGA-EY-A1GH-01	2.7048
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GI	TCGA-EY-A1GI-01	2.6505
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GK	TCGA-EY-A1GK-01	2.9977
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GL	TCGA-EY-A1GL-01	-0.3655
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GM	TCGA-EY-A1GM-01	0.2853
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GO	TCGA-EY-A1GO-01	-0.0003
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GP	TCGA-EY-A1GP-01	0.0933
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GQ	TCGA-EY-A1GQ-01	0.4874
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GR	TCGA-EY-A1GR-01	0.4306
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GS	TCGA-EY-A1GS-01	-1.1061
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GT	TCGA-EY-A1GT-01	1.12
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GU	TCGA-EY-A1GU-01	1.6596
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GV	TCGA-EY-A1GV-01	-0.2959
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GW	TCGA-EY-A1GW-01	0.2452
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1GX	TCGA-EY-A1GX-01	1.5051
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A1H0	TCGA-EY-A1H0-01	3.5719
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A210	TCGA-EY-A210-01	1.1141
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A212	TCGA-EY-A212-01	-0.2305
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A214	TCGA-EY-A214-01	1.8388
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A215	TCGA-EY-A215-01	1.7881
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A2OM	TCGA-EY-A2OM-01	2.0158
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A2ON	TCGA-EY-A2ON-01	-1.9623
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A2OO	TCGA-EY-A2OO-01	-0.013
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A2OP	TCGA-EY-A2OP-01	0.292
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A2OQ	TCGA-EY-A2OQ-01	-0.6894
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A3L3	TCGA-EY-A3L3-01	-1.3656
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A3QX	TCGA-EY-A3QX-01	0.1596
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A4KR	TCGA-EY-A4KR-01	-1.2876
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A547	TCGA-EY-A547-01	-0.1027
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A548	TCGA-EY-A548-01	1.224
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A549	TCGA-EY-A549-01	1.4477
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A54A	TCGA-EY-A54A-01	-0.7617
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A5W2	TCGA-EY-A5W2-01	0.6663
ucec_tcga_pan_can_atlas_2018	TCGA-EY-A72D	TCGA-EY-A72D-01	-0.5686
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2CX	TCGA-FI-A2CX-01	2.2584
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2CY	TCGA-FI-A2CY-01	0.1357
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2D0	TCGA-FI-A2D0-01	1.3576
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2D2	TCGA-FI-A2D2-01	0.2803
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2D4	TCGA-FI-A2D4-01	0.1676
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2D5	TCGA-FI-A2D5-01	2.1361
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2D6	TCGA-FI-A2D6-01	2.0676
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2EU	TCGA-FI-A2EU-01	-0.7522
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2EW	TCGA-FI-A2EW-01	-0.875
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2EX	TCGA-FI-A2EX-01	-0.7335
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2EY	TCGA-FI-A2EY-01	-1.2882
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2F4	TCGA-FI-A2F4-01	1.7407
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2F8	TCGA-FI-A2F8-01	-0.3546
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A2F9	TCGA-FI-A2F9-01	0.8479
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A3PV	TCGA-FI-A3PV-01	-1.3536
ucec_tcga_pan_can_atlas_2018	TCGA-FI-A3PX	TCGA-FI-A3PX-01	0.4588
ucec_tcga_pan_can_atlas_2018	TCGA-H5-A2HR	TCGA-H5-A2HR-01	-2.1973
ucec_tcga_pan_can_atlas_2018	TCGA-JU-AAVI	TCGA-JU-AAVI-01	-2.371
ucec_tcga_pan_can_atlas_2018	TCGA-K6-A3WQ	TCGA-K6-A3WQ-01	-1.0469
ucec_tcga_pan_can_atlas_2018	TCGA-KP-A3VZ	TCGA-KP-A3VZ-01	-0.1984
ucec_tcga_pan_can_atlas_2018	TCGA-KP-A3W0	TCGA-KP-A3W0-01	-1.1804
ucec_tcga_pan_can_atlas_2018	TCGA-KP-A3W1	TCGA-KP-A3W1-01	-1.3784
ucec_tcga_pan_can_atlas_2018	TCGA-KP-A3W3	TCGA-KP-A3W3-01	-1.29
ucec_tcga_pan_can_atlas_2018	TCGA-KP-A3W4	TCGA-KP-A3W4-01	-0.5111
ucec_tcga_pan_can_atlas_2018	TCGA-PG-A5BC	TCGA-PG-A5BC-01	0.1422
ucec_tcga_pan_can_atlas_2018	TCGA-PG-A6IB	TCGA-PG-A6IB-01	0.9416
ucec_tcga_pan_can_atlas_2018	TCGA-PG-A7D5	TCGA-PG-A7D5-01	-0.043
ucec_tcga_pan_can_atlas_2018	TCGA-PG-A914	TCGA-PG-A914-01	-1.043
ucec_tcga_pan_can_atlas_2018	TCGA-PG-A915	TCGA-PG-A915-01	-1.7366
ucec_tcga_pan_can_atlas_2018	TCGA-PG-A916	TCGA-PG-A916-01	0.9385
ucec_tcga_pan_can_atlas_2018	TCGA-PG-A917	TCGA-PG-A917-01	0.2488
ucec_tcga_pan_can_atlas_2018	TCGA-QF-A5YS	TCGA-QF-A5YS-01	-0.8615
ucec_tcga_pan_can_atlas_2018	TCGA-QF-A5YT	TCGA-QF-A5YT-01	-0.586
ucec_tcga_pan_can_atlas_2018	TCGA-QS-A5YQ	TCGA-QS-A5YQ-01	1.3521
ucec_tcga_pan_can_atlas_2018	TCGA-QS-A5YR	TCGA-QS-A5YR-01	2.1644
